FID_,OBJECTID,OA11CD,POINT_X,POINT_Y,All_categ,km0_2,km2_5,km5_10,km10_20,km20_30,km30_40,km40_60,km60_over,home_work,other,Total_km,Average_km
,1863,E00075754,369741.208999999970000,179632.723000000000000,191,10,40,36,43,4,1,5,6,27,19,2551.300000000000200,17.600000000000001
,1864,E00075755,367865.939000000010000,180005.850000000010000,56,3,6,23,8,1,0,1,1,5,8,461.399999999999980,10.699999999999999
,1865,E00075752,366767.043000000010000,188346.078000000010000,153,6,19,16,51,4,6,2,7,28,14,2366.099999999999900,21.300000000000001
,1866,E00075753,367120.791000000030000,179484.948999999990000,174,17,22,38,29,2,1,4,3,35,23,1495.200000000000000,12.900000000000000
,1867,E00075750,364335.041000000030000,189549.336000000010000,169,48,3,28,51,5,5,3,8,3,15,2495.199999999999800,16.500000000000000
,1868,E00075751,366879.128000000030000,188208.320000000010000,188,10,37,19,50,5,2,6,3,37,19,1799.300000000000000,13.600000000000000
,1869,E00075758,369838.485999999980000,182504.003999999990000,84,18,8,27,10,4,0,2,4,4,7,1167.200000000000000,16.000000000000000
,1870,E00075759,367961.587999999990000,181287.377000000010000,111,5,16,33,33,0,0,3,4,7,10,1538.700000000000000,16.399999999999999
,1871,E00075706,362664.846000000020000,180474.878000000000000,194,29,56,47,9,3,5,2,9,23,11,2510.900000000000100,15.699999999999999
,1872,E00075787,364859.826000000000000,180096.920000000010000,88,13,20,25,6,1,1,2,4,13,3,1018.000000000000000,14.100000000000000
,1873,E00075707,361648.457999999980000,180489.921000000000000,156,31,39,40,9,6,1,3,4,12,11,1523.900000000000100,11.500000000000000
,1874,E00075786,364854.958999999970000,180363.352000000010000,144,15,20,42,18,3,1,4,2,22,17,1114.200000000000000,10.600000000000000
,1875,E00075704,361517.412000000010000,180661.423000000010000,111,17,29,36,2,4,3,2,3,4,11,1182.599999999999900,12.300000000000001
,1876,E00075785,365267.272999999990000,180735.359000000000000,131,17,25,46,16,3,0,1,2,8,13,1047.500000000000000,9.500000000000000
,1877,E00075705,361363.208999999970000,180512.723000000000000,160,32,25,36,11,3,2,5,12,18,16,2610.199999999999800,20.699999999999999
,1878,E00075784,365386.092000000000000,180119.535000000000000,165,16,29,46,24,5,1,1,8,23,12,2424.699999999999800,18.699999999999999
,1879,E00075702,361287.408000000000000,180797.201999999990000,157,25,58,28,11,4,5,4,3,13,6,1486.900000000000100,10.800000000000001
,1880,E00075783,365172.071000000000000,181086.198000000000000,153,17,31,46,29,2,1,4,4,11,8,1614.000000000000000,12.000000000000000
,1881,E00075703,361599.092000000000000,180813.959000000000000,58,11,16,10,2,4,0,0,3,1,11,627.700000000000050,13.600000000000000
,1882,E00075700,361942.363000000010000,181107.821999999990000,196,29,59,59,12,4,2,1,10,8,12,2800.599999999999900,15.900000000000000
,1883,E00075781,365471.882999999970000,181184.534000000010000,98,16,13,27,21,2,1,0,2,5,11,873.000000000000000,10.600000000000000
,1884,E00075701,361933.609999999990000,180868.421999999990000,142,29,45,31,5,3,1,4,3,4,17,1172.000000000000000,9.699999999999999
,1885,E00075780,365416.683000000020000,180824.717000000000000,91,13,19,24,12,4,0,1,2,9,7,746.200000000000050,9.900000000000000
,1886,E00075708,362953.163999999990000,180255.997999999990000,198,21,55,52,12,2,5,3,18,18,12,3778.699999999999800,22.500000000000000
,1887,E00075789,365213.990999999980000,180297.745000000000000,159,22,34,47,21,5,3,4,3,10,10,1553.599999999999900,11.199999999999999
,1888,E00075709,368155.357000000020000,193270.225000000010000,148,5,15,24,27,26,4,2,4,29,12,1988.500000000000000,18.600000000000001
,1889,E00075788,365029.825000000010000,180478.071000000000000,167,21,35,44,19,2,4,1,4,23,14,1529.900000000000100,11.800000000000001
,1890,E00173066,366427.125999999990000,174892.464000000010000,121,19,30,35,6,5,0,2,5,9,10,1856.700000000000000,18.199999999999999
,1891,E00173036,362136.173000000010000,178298.174000000000000,251,28,29,61,8,8,5,12,39,19,42,7112.199999999999800,37.399999999999999
,1892,E00173072,361824.582999999980000,184392.363000000010000,198,19,22,36,51,8,3,3,12,22,22,3234.699999999999800,21.000000000000000
,1893,E00173085,362346.153999999980000,181698.481000000000000,179,23,52,47,10,4,1,4,9,14,15,2112.800000000000200,14.100000000000000
,1894,E00173044,367353.245000000000000,176833.958000000010000,216,18,26,87,28,5,1,2,17,16,16,4142.300000000000200,22.500000000000000
,1895,E00173069,369862.984999999990000,192225.926000000010000,177,18,10,21,16,19,5,0,2,70,16,2049.199999999999800,22.500000000000000
,1896,E00173074,361954.094999999970000,184333.446000000000000,178,5,22,40,53,12,6,3,10,13,14,3083.500000000000000,20.399999999999999
,1897,E00173058,366537.091000000010000,174911.609000000000000,164,4,34,65,25,6,0,3,5,10,12,1899.599999999999900,13.400000000000000
,1898,E00173077,361941.506999999980000,184980.059000000010000,118,11,16,23,27,4,5,4,8,8,12,2352.800000000000200,24.000000000000000
,1899,E00173033,362269.316999999980000,177688.641999999990000,88,33,15,20,5,0,1,3,5,5,1,1250.099999999999900,15.199999999999999
,1900,E00075276,365251.278999999980000,176684.171000000000000,130,20,18,48,8,3,0,2,3,16,12,1191.300000000000000,11.699999999999999
,1901,E00075277,364984.495000000000000,176537.549000000000000,162,16,33,52,16,3,1,1,4,21,15,1467.200000000000000,11.600000000000000
,1902,E00075274,364544.896000000010000,176482.970000000000000,104,29,14,23,8,1,1,0,2,16,10,699.299999999999950,9.000000000000000
,1903,E00075272,370309.994000000010000,181418.766999999990000,208,67,25,33,41,4,3,3,6,9,17,2004.700000000000000,11.000000000000000
,1904,E00075273,370523.039999999980000,181312.228999999990000,211,65,32,22,54,5,4,2,4,15,8,2021.200000000000000,10.800000000000001
,1905,E00075270,369958.260000000010000,181300.410999999990000,112,11,22,19,27,6,0,3,2,8,14,1319.700000000000000,14.699999999999999
,1906,E00075271,370744.178000000010000,181276.499000000010000,120,33,17,17,28,3,2,2,3,11,4,1659.200000000000000,15.800000000000001
,1907,E00075278,365482.083999999970000,176401.318999999990000,279,42,50,90,20,8,5,3,8,27,26,2994.199999999999800,13.199999999999999
,1908,E00075279,365364.662000000010000,176337.608000000010000,205,28,41,71,14,6,4,1,6,15,19,2294.500000000000000,13.400000000000000
,1909,E00075226,372963.212000000000000,181969.916999999990000,116,17,19,3,38,13,2,1,6,10,7,1849.099999999999900,18.699999999999999
,1910,E00075224,373107.310999999990000,182176.013000000010000,123,28,7,8,50,2,1,2,8,11,6,2474.199999999999800,23.300000000000001
,1911,E00075225,372336.076999999990000,182202.655000000000000,141,18,13,6,58,5,1,1,10,23,6,2458.300000000000200,21.899999999999999
,1912,E00075222,372119.364000000000000,181754.638000000010000,145,33,18,11,44,7,2,2,5,9,14,1673.200000000000000,13.699999999999999
,1913,E00075223,371919.114999999990000,181397.127000000010000,185,40,27,19,54,7,4,1,11,12,10,3024.099999999999900,18.600000000000001
,1914,E00075220,372341.556999999970000,181557.678000000010000,119,25,9,10,42,5,3,1,5,8,11,1695.599999999999900,17.000000000000000
,1915,E00075221,372001.072999999970000,181783.309000000010000,182,40,23,17,57,2,5,2,2,14,20,1610.300000000000000,10.900000000000000
,1916,E00075228,373405.554999999990000,182034.367999999990000,136,14,17,9,56,5,3,2,6,16,8,2106.900000000000100,18.800000000000001
,1917,E00075229,372853.162000000010000,182202.954999999990000,162,24,14,6,52,14,3,1,6,28,14,2174.800000000000200,18.100000000000001
,1918,E00075216,369661.495000000000000,189590.260000000010000,191,6,13,35,53,16,7,2,8,33,18,2768.400000000000100,19.800000000000001
,1919,E00075297,364966.744000000010000,177491.723999999990000,157,27,24,46,14,1,0,4,4,20,17,1614.400000000000100,13.500000000000000
,1920,E00075217,370391.243000000020000,192876.226000000000000,85,10,10,4,20,11,1,4,2,20,3,1106.099999999999900,17.800000000000001
,1921,E00075296,365487.280000000030000,177515.692000000010000,122,22,20,47,7,2,1,1,3,6,13,1118.300000000000000,10.900000000000000
,1922,E00075214,372238.822999999970000,192625.244000000010000,153,9,18,11,44,26,3,2,10,16,14,2833.400000000000100,23.000000000000000
,1923,E00075295,365206.387999999980000,177528.902000000000000,175,27,26,65,12,1,2,4,9,13,16,2460.599999999999900,16.899999999999999
,1924,E00075294,364795.777999999990000,177543.189000000010000,164,23,35,56,9,1,5,6,8,13,8,2499.800000000000200,17.500000000000000
,1925,E00075212,372474.021000000010000,191942.439000000010000,73,5,12,16,13,9,0,2,0,8,8,674.100000000000020,11.800000000000001
,1926,E00075293,365044.246999999970000,177726.054999999990000,122,16,20,51,8,1,1,4,5,8,8,1507.300000000000000,14.199999999999999
,1927,E00075213,372451.870000000000000,191792.861999999990000,199,10,11,32,51,32,11,4,10,21,17,3850.400000000000100,23.899999999999999
,1928,E00075292,365347.494000000010000,177731.842999999990000,159,21,21,58,18,1,0,3,5,23,9,1518.000000000000000,12.000000000000000
,1929,E00075210,372077.386000000000000,192023.696000000000000,180,16,17,35,52,23,3,0,4,11,19,2689.300000000000200,17.899999999999999
,1930,E00075290,364858.490999999980000,177890.978999999990000,163,25,23,55,22,5,4,1,2,18,8,1431.700000000000000,10.500000000000000
,1931,E00075218,372101.887999999980000,181455.157000000010000,168,37,17,15,43,4,4,4,7,19,18,2549.800000000000200,19.500000000000000
,1932,E00075299,365347.179000000000000,177220.983000000010000,93,16,19,30,7,1,1,3,0,10,6,592.799999999999950,7.700000000000000
,1933,E00075219,371764.702999999980000,181532.041999999990000,161,41,12,21,47,4,4,3,4,12,13,1712.300000000000000,12.600000000000000
,1934,E00075298,364579.254000000020000,177468.972000000010000,147,27,31,41,9,3,0,2,7,15,12,1638.800000000000000,13.699999999999999
,1935,E00075466,367427.283999999990000,172050.690000000000000,197,26,36,62,27,8,1,5,2,11,19,1637.800000000000000,9.800000000000001
,1936,E00075467,367422.034999999970000,171781.098999999990000,197,22,37,55,35,4,0,3,6,18,17,2295.300000000000200,14.199999999999999
,1937,E00075464,365904.740999999980000,171484.274000000000000,129,16,21,43,13,4,0,2,4,8,18,1594.500000000000000,15.500000000000000
,1938,E00075465,367617.695000000010000,172361.715000000000000,158,22,29,52,27,4,1,3,1,7,12,1273.800000000000000,9.199999999999999
,1939,E00075462,366242.016000000000000,170861.861000000000000,157,20,15,58,21,6,0,0,5,19,13,1599.800000000000000,12.800000000000001
,1940,E00075463,366012.238000000010000,171871.412000000010000,216,31,35,65,33,5,0,6,8,16,17,2541.500000000000000,13.900000000000000
,1941,E00075460,366311.288000000000000,171147.530000000000000,166,25,31,41,30,2,3,2,3,14,15,1584.800000000000000,11.600000000000000
,1942,E00075461,366704.342000000000000,171072.440000000000000,171,18,25,73,21,4,1,4,7,12,6,2685.699999999999800,17.600000000000001
,1943,E00075468,366946.251999999980000,171531.674999999990000,144,15,23,41,27,4,1,2,3,15,13,1359.400000000000100,11.699999999999999
,1944,E00075469,367048.677000000030000,171602.920000000010000,177,39,20,52,22,7,1,3,4,10,19,1840.300000000000000,12.400000000000000
,1945,E00075456,366721.630999999990000,171326.008000000000000,190,17,18,74,33,7,2,1,5,14,19,2164.199999999999800,13.800000000000001
,1946,E00075457,366465.799999999990000,171311.492000000000000,195,38,25,65,37,3,1,2,0,13,11,1286.900000000000100,7.500000000000000
,1947,E00075454,366067.592000000000000,171364.769000000000000,134,11,22,36,27,6,1,2,5,11,13,1800.900000000000100,16.399999999999999
,1948,E00075846,370838.098999999990000,181406.190000000000000,176,56,16,26,39,4,0,3,1,11,20,1181.500000000000000,8.100000000000000
,1949,E00075455,365717.362000000020000,171387.087999999990000,165,18,24,57,21,1,0,5,0,25,14,1059.800000000000000,8.400000000000000
,1950,E00075452,366303.500000000000000,171402.247000000000000,174,22,24,54,35,4,1,2,1,14,17,1277.599999999999900,8.900000000000000
,1951,E00075844,370751.773999999980000,181577.307999999990000,167,48,13,25,43,3,1,3,5,12,14,1878.300000000000000,13.300000000000001
,1952,E00075453,365933.112000000020000,171029.924000000000000,105,10,17,29,12,2,0,2,4,10,19,1383.000000000000000,18.199999999999999
,1953,E00075845,371188.006999999980000,181460.595000000000000,217,59,24,29,53,5,6,2,4,16,19,2204.400000000000100,12.100000000000000
,1954,E00075450,365677.064000000010000,171536.708000000010000,178,22,29,69,26,4,0,0,4,8,16,1658.500000000000000,10.800000000000001
,1955,E00075842,370998.025000000020000,181475.211000000010000,190,49,17,21,61,5,5,3,6,11,12,2115.099999999999900,12.699999999999999
,1956,E00075840,370560.609999999990000,181579.370000000000000,157,58,16,19,37,9,2,3,2,4,7,1521.599999999999900,10.400000000000000
,1957,E00075841,370922.853999999990000,181657.785999999990000,163,61,3,23,45,2,4,2,4,10,9,1647.000000000000000,11.400000000000000
,1958,E00075458,366620.821000000000000,171377.894999999990000,130,12,27,44,15,2,1,1,4,9,15,1237.099999999999900,11.699999999999999
,1959,E00075459,366181.695000000010000,171240.315000000000000,148,21,19,50,25,4,1,2,1,9,16,1246.099999999999900,10.100000000000000
,1960,E00075848,370465.555999999980000,182404.171000000000000,165,43,14,21,38,1,4,0,3,25,16,1456.400000000000100,11.699999999999999
,1961,E00075849,370861.836000000010000,182360.043999999990000,205,63,14,20,47,10,4,5,6,23,13,2282.900000000000100,13.500000000000000
,1962,E00075406,365533.207999999980000,173847.772999999990000,107,10,18,37,13,6,0,1,2,5,15,999.500000000000000,11.500000000000000
,1963,E00075487,366456.822999999970000,172896.141000000000000,203,35,22,65,30,2,2,3,4,17,23,2073.800000000000200,12.699999999999999
,1964,E00075407,365066.781000000020000,174106.976000000000000,193,39,36,59,13,3,1,3,7,6,26,1828.900000000000100,11.400000000000000
,1965,E00075486,366603.977000000010000,171662.451999999990000,181,24,33,52,34,3,1,1,6,11,16,2057.400000000000100,13.400000000000000
,1966,E00075836,371510.157000000010000,181570.272000000000000,141,33,20,11,35,3,0,1,4,19,15,1345.099999999999900,12.600000000000000
,1967,E00075404,364650.249000000010000,174107.950000000010000,149,38,35,34,10,5,1,1,2,13,10,1046.200000000000000,8.300000000000001
,1968,E00075485,367636.373000000020000,171819.421000000000000,207,18,23,77,31,11,2,2,6,20,17,2322.800000000000200,13.699999999999999
,1969,E00075837,370694.575000000010000,181768.106000000000000,182,68,16,29,37,3,2,4,2,13,8,1388.099999999999900,8.600000000000000
,1970,E00075405,365635.250000000000000,174063.397000000000000,127,24,26,35,16,0,0,1,3,10,12,1195.599999999999900,11.400000000000000
,1971,E00075484,367264.761000000000000,171971.147999999990000,167,14,22,71,31,2,1,0,1,13,12,1201.099999999999900,8.500000000000000
,1972,E00075834,371779.375999999990000,181854.478000000000000,235,38,28,22,69,9,5,3,19,22,20,4606.000000000000000,23.899999999999999
,1973,E00075402,365941.706000000010000,174124.926000000010000,124,15,22,39,11,5,0,1,0,5,26,693.600000000000020,7.500000000000000
,1974,E00075483,367111.565999999990000,172086.872999999990000,162,18,26,64,17,4,0,3,1,9,20,1196.099999999999900,9.000000000000000
,1975,E00075835,371084.186999999980000,181749.655999999990000,147,51,10,19,37,4,3,1,1,9,12,1120.900000000000100,8.900000000000000
,1976,E00075403,365726.668999999990000,174238.182999999990000,152,20,42,48,16,4,2,4,4,5,7,1734.599999999999900,12.400000000000000
,1977,E00075482,367460.617000000030000,172251.363000000010000,236,30,35,83,37,8,1,1,7,16,18,2771.699999999999800,13.699999999999999
,1978,E00075832,371452.026000000010000,182182.996000000010000,63,22,3,12,15,2,0,0,0,3,6,399.000000000000000,7.400000000000000
,1979,E00075400,364795.923000000010000,174188.166000000000000,147,19,42,44,12,3,0,3,6,10,8,2079.900000000000100,16.100000000000001
