FID_,OBJECTID,OA11CD,POINT_X,POINT_Y,All_categ,km0_2,km2_5,km5_10,km10_20,km20_30,km30_40,km40_60,km60_over,home_work,other,Total_km,Average_km
,18,E00072846,366416.617000000030000,154584.628999999990000,173,46,15,7,52,9,0,1,4,20,19,1997.200000000000000,14.900000000000000
,19,E00072937,365627.691999999980000,155781.806000000010000,145,22,30,9,42,5,1,0,6,15,15,1808.599999999999900,15.699999999999999
,20,E00072847,367580.398999999980000,154661.573000000000000,149,50,12,4,49,13,4,0,3,2,12,1645.000000000000000,12.199999999999999
,21,E00073028,366673.746999999970000,158262.801000000010000,144,13,20,31,44,5,1,0,3,12,15,1438.000000000000000,12.300000000000001
,22,E00073118,373137.577999999980000,166108.939000000010000,152,38,41,5,26,3,1,5,5,19,9,1657.900000000000100,13.400000000000000
,23,E00072934,365390.533000000000000,155959.730000000010000,138,20,25,3,48,11,3,0,1,8,19,1286.700000000000000,11.600000000000000
,24,E00072844,365755.231000000030000,154772.856000000000000,159,34,32,10,32,15,4,2,2,12,16,1618.000000000000000,12.400000000000000
,25,E00073029,366867.892999999980000,159304.605000000010000,126,7,4,36,42,5,0,2,3,18,9,1674.000000000000000,16.899999999999999
,26,E00073119,372176.235999999980000,167367.416999999990000,148,24,41,14,19,6,1,6,2,20,15,1362.700000000000000,12.100000000000000
,27,E00072935,365441.673000000010000,156225.546999999990000,98,18,17,4,24,8,0,1,2,14,10,859.100000000000020,11.600000000000000
,28,E00072845,366979.908000000000000,154763.424000000000000,165,45,25,6,53,8,1,3,3,10,11,2048.599999999999900,14.199999999999999
,29,E00072932,364774.620000000000000,156190.045000000010000,134,24,25,5,50,9,1,1,0,6,13,1190.500000000000000,10.400000000000000
,30,E00072842,366844.536000000020000,155117.570000000010000,214,54,29,12,63,14,4,3,1,17,17,1889.200000000000000,10.500000000000000
,31,E00072933,364846.445000000010000,156057.280999999990000,85,8,24,12,24,3,1,0,0,7,6,591.700000000000050,8.199999999999999
,32,E00072843,365855.299999999990000,155036.995000000000000,308,48,40,8,106,25,5,4,7,41,24,3791.300000000000200,15.600000000000000
,33,E00072706,365991.788999999990000,167733.014000000000000,111,23,8,39,16,5,0,1,3,9,7,1151.099999999999900,12.100000000000000
,34,E00072787,376215.950000000010000,166551.595999999990000,114,16,35,2,19,5,3,1,7,14,12,1610.000000000000000,18.300000000000001
,35,E00072930,364778.081000000010000,156332.435999999990000,186,20,28,8,69,11,1,2,9,19,19,2905.400000000000100,19.600000000000001
,36,E00072656,352882.538000000000000,158152.351000000000000,162,8,7,21,53,13,5,1,9,35,10,3034.900000000000100,25.899999999999999
,37,E00072840,366644.745000000000000,154926.571999999990000,171,50,18,9,48,11,6,1,5,15,8,1753.500000000000000,11.800000000000001
,38,E00072707,366332.157000000010000,167603.005000000000000,138,24,8,53,23,3,2,0,3,12,10,1558.400000000000100,13.400000000000000
,39,E00072786,375855.129000000020000,166952.152000000000000,181,32,55,10,30,5,2,0,6,26,15,1948.900000000000100,13.900000000000000
,40,E00072931,365302.216000000010000,156439.546000000000000,209,15,47,9,87,11,2,1,5,15,17,2591.099999999999900,14.600000000000000
,41,E00072657,363283.512999999980000,161880.206999999990000,77,1,8,11,24,3,1,0,1,20,8,672.299999999999950,13.699999999999999
,42,E00072841,366395.081999999990000,154900.687000000010000,252,64,36,14,90,11,0,1,8,15,13,3404.099999999999900,15.199999999999999
,43,E00072704,366374.286000000020000,167796.084999999990000,112,24,10,35,21,5,0,2,5,5,5,1526.200000000000000,15.000000000000000
,44,E00072785,376103.150000000020000,166767.899999999990000,133,26,34,7,27,3,0,0,6,24,6,1459.000000000000000,14.199999999999999
,45,E00072654,359458.629000000020000,160152.562999999990000,79,3,9,12,27,1,0,0,3,19,5,861.600000000000020,15.699999999999999
,46,E00072784,375657.325000000010000,166868.109999999990000,125,32,34,3,23,5,3,1,1,10,13,901.700000000000050,8.800000000000001
,47,E00072655,358537.793000000010000,159390.717000000000000,157,12,16,19,62,5,2,2,2,18,19,1641.400000000000100,13.699999999999999
,48,E00072702,364492.327999999980000,158473.465999999990000,168,10,19,18,67,5,4,0,6,23,16,2324.400000000000100,18.000000000000000
,49,E00072783,376377.179000000000000,166796.274999999990000,215,30,83,12,32,6,0,7,8,24,13,2259.300000000000200,12.699999999999999
,50,E00072652,358465.847000000010000,159616.532000000010000,237,18,22,26,97,12,5,2,10,28,17,4113.500000000000000,21.399999999999999
,51,E00072703,366228.944000000020000,166787.568999999990000,152,9,16,56,22,8,1,3,4,25,8,1618.200000000000000,13.600000000000000
,52,E00072782,376226.740999999980000,166957.434000000010000,106,21,43,2,15,5,1,3,4,4,8,1138.300000000000000,12.100000000000000
,53,E00072653,358818.093999999980000,159620.564000000010000,168,8,15,16,62,4,1,1,4,34,23,1942.000000000000000,17.500000000000000
,54,E00072700,364121.587999999990000,158679.810999999990000,180,7,12,28,79,15,2,2,3,18,14,2213.000000000000000,15.000000000000000
,55,E00072781,376035.797000000020000,166850.554000000000000,110,17,49,3,14,4,1,4,2,8,8,975.799999999999950,10.400000000000000
,56,E00072650,354238.177000000030000,157303.184000000010000,124,11,12,11,38,11,3,0,2,25,11,1416.300000000000000,16.100000000000001
,57,E00072701,364660.853000000000000,158632.060000000000000,176,14,21,26,54,16,2,2,5,19,17,2674.000000000000000,19.100000000000001
,58,E00072780,376410.277999999990000,166967.541000000000000,152,11,47,11,25,6,3,6,7,15,21,2265.099999999999900,19.500000000000000
,59,E00072651,352382.418999999990000,160761.706000000010000,102,3,12,3,30,9,1,3,3,29,9,1271.599999999999900,19.899999999999999
,60,E00072938,365314.684000000010000,155758.220000000000000,144,22,31,6,50,9,3,0,6,11,6,1911.900000000000100,15.100000000000000
,61,E00072848,366937.337000000000000,154635.926000000010000,152,40,16,6,44,10,1,1,7,16,11,2192.599999999999900,17.500000000000000
,62,E00072849,365877.916000000030000,154460.114999999990000,148,43,18,8,38,12,0,1,2,10,16,1234.900000000000100,10.100000000000000
,63,E00072708,366434.331000000010000,167445.844000000010000,115,21,4,41,20,3,0,1,3,11,11,1274.900000000000100,13.699999999999999
,64,E00072789,375229.722000000010000,166774.488000000010000,125,29,29,5,20,4,3,4,5,18,8,1363.000000000000000,13.800000000000001
,65,E00072658,363305.815000000000000,159764.616000000010000,92,4,3,11,32,7,0,0,5,21,9,1532.000000000000000,24.699999999999999
,66,E00072709,365977.929000000000000,167529.062000000010000,167,23,4,66,32,7,1,0,3,19,12,1793.599999999999900,13.199999999999999
,67,E00072788,375881.294999999980000,166483.709000000000000,161,47,40,4,20,7,0,1,5,22,15,1590.000000000000000,12.800000000000001
,68,E00072659,362056.477000000010000,159300.856999999990000,150,10,10,24,51,11,1,1,7,12,23,2191.199999999999800,19.100000000000001
,69,E00072576,374948.994000000010000,164577.459000000000000,54,25,6,2,7,1,0,0,1,11,1,263.100000000000020,6.300000000000000
,70,E00073076,367679.749000000010000,154350.910000000000000,127,46,19,8,18,11,1,2,3,4,15,1281.900000000000100,11.900000000000000
,71,E00073126,373941.179000000000000,164514.439000000010000,133,66,23,2,20,1,1,1,4,9,6,1129.200000000000000,9.600000000000000
,72,E00072577,375127.110999999980000,165575.628999999990000,170,84,23,1,22,4,0,1,7,20,8,1617.300000000000000,11.400000000000000
,73,E00073077,367539.202999999980000,154214.711000000010000,170,54,24,4,48,9,2,2,2,6,19,1447.400000000000100,10.000000000000000
,74,E00073127,373886.515000000010000,164643.785000000000000,145,69,11,4,18,2,3,1,10,13,14,1967.000000000000000,16.699999999999999
,75,E00072574,375114.033000000000000,164666.660000000000000,130,55,12,1,13,2,0,3,8,24,12,1552.800000000000000,16.500000000000000
,76,E00073074,368262.129000000020000,154489.592000000000000,165,58,12,12,41,16,1,2,1,12,10,1491.700000000000000,10.400000000000000
,77,E00073124,372666.588999999980000,166950.491000000010000,117,25,41,11,19,2,1,5,1,5,7,1019.000000000000000,9.699999999999999
,78,E00072575,375296.207999999980000,164634.458000000010000,152,67,13,4,15,6,0,1,11,25,10,2126.900000000000100,18.199999999999999
,79,E00073075,367261.420999999970000,154190.739000000000000,108,30,16,7,32,7,3,0,0,5,8,828.399999999999980,8.699999999999999
,80,E00073125,376200.517999999980000,163726.940999999990000,105,23,17,1,9,5,0,2,10,32,6,1979.200000000000000,29.500000000000000
,81,E00072572,374969.650000000020000,164766.746000000010000,95,52,9,2,10,0,1,1,2,12,6,564.500000000000000,7.300000000000000
,82,E00073072,368086.268999999970000,154352.986999999990000,181,39,21,11,63,15,2,1,0,17,12,1480.700000000000000,9.699999999999999
,83,E00073122,372523.629000000020000,167194.964000000010000,114,18,30,12,19,2,2,2,3,14,12,1010.800000000000000,11.500000000000000
,84,E00072573,375027.913999999990000,165015.978999999990000,211,85,29,4,24,8,1,1,8,41,10,1835.400000000000100,11.500000000000000
,85,E00073073,367903.411000000020000,154468.546000000000000,153,46,16,6,45,12,4,0,3,10,11,1974.400000000000100,15.000000000000000
,86,E00073123,372491.036000000020000,167054.655999999990000,176,28,41,18,23,3,3,5,8,24,23,2640.500000000000000,20.500000000000000
,87,E00072570,375431.059000000010000,165123.226000000000000,108,26,16,2,18,2,2,0,7,29,6,1307.599999999999900,17.899999999999999
,88,E00073070,375740.181999999970000,166187.603999999990000,167,51,29,4,27,3,2,6,7,24,14,1975.200000000000000,15.300000000000001
,89,E00073120,372962.481000000030000,166852.734999999990000,164,33,56,3,23,4,2,4,2,20,17,1158.099999999999900,9.100000000000000
,90,E00072571,375349.044999999980000,164985.495000000000000,102,43,13,3,12,5,2,1,5,14,4,1434.099999999999900,17.100000000000001
,91,E00073121,372389.538999999990000,167345.641000000000000,123,15,50,14,16,0,3,1,4,14,6,1358.599999999999900,13.199999999999999
,92,E00072946,371104.691999999980000,157528.714000000010000,171,3,7,91,28,13,3,1,4,8,13,2301.300000000000200,15.300000000000001
,93,E00072947,370084.674000000000000,157466.878000000000000,110,9,13,45,18,3,0,0,1,6,15,1401.800000000000000,15.800000000000001
,94,E00072578,375269.913999999990000,165502.097000000010000,57,14,10,1,13,2,1,0,1,13,2,445.399999999999980,10.600000000000000
,95,E00073078,368166.830000000020000,154208.296999999990000,181,62,20,9,47,15,1,0,8,8,11,2760.900000000000100,17.000000000000000
,96,E00073128,374579.326999999990000,164343.344000000010000,240,105,33,13,26,7,0,6,11,25,14,2684.099999999999900,13.400000000000000
,97,E00072944,370218.114000000000000,157287.081999999990000,171,12,27,63,20,13,0,2,2,14,18,2087.000000000000000,15.000000000000000
,98,E00072579,375050.679999999990000,165366.983000000010000,145,57,19,4,20,8,1,1,6,16,13,1467.200000000000000,12.600000000000000
,99,E00073079,367048.634000000020000,154013.548000000010000,187,60,31,12,49,11,2,2,0,10,10,1358.300000000000000,8.100000000000000
,100,E00073129,375679.494000000010000,164496.635000000010000,129,54,16,2,13,0,0,1,2,33,8,675.600000000000020,7.700000000000000
,101,E00072945,370973.761999999990000,157569.097000000010000,156,6,9,70,24,10,1,1,8,16,11,2333.099999999999900,18.100000000000001
,102,E00072942,370828.728999999990000,157222.165000000010000,171,8,12,70,28,14,2,2,7,15,13,3093.400000000000100,21.600000000000001
,103,E00072943,369950.994000000010000,156978.236999999990000,166,7,12,46,27,16,0,3,4,33,18,1813.599999999999900,15.800000000000001
,104,E00072940,364445.362000000020000,156597.024999999990000,168,22,20,16,66,14,0,1,4,11,14,2450.900000000000100,17.100000000000001
,105,E00072666,376146.631999999980000,162317.287000000010000,127,13,41,5,13,16,3,0,3,25,8,1298.400000000000100,13.800000000000001
,106,E00072756,374722.695000000010000,164952.456000000010000,142,49,21,4,17,4,2,4,5,19,17,1434.000000000000000,13.500000000000000
,107,E00072667,375786.472000000010000,162147.912000000010000,97,16,36,5,8,6,1,0,7,11,7,1438.700000000000000,18.199999999999999
,108,E00072757,374740.256999999980000,164796.984999999990000,70,35,13,0,7,1,0,0,1,6,7,342.399999999999980,6.000000000000000
,109,E00072664,360012.091000000010000,162997.064000000010000,210,4,18,33,65,7,0,2,9,58,14,3038.599999999999900,22.000000000000000
,110,E00072754,364782.386999999990000,167533.946000000000000,139,22,19,47,25,3,1,3,1,13,5,1107.599999999999900,9.199999999999999
,111,E00072755,374571.017999999980000,164884.657000000010000,121,58,11,5,20,4,1,4,4,9,5,1300.200000000000000,12.199999999999999
,112,E00072662,362477.998000000020000,159125.964000000010000,162,6,10,21,68,10,1,2,3,26,15,1867.400000000000100,15.400000000000000
,113,E00072752,365044.076999999990000,167729.877000000010000,145,29,13,34,37,4,0,0,2,14,12,1156.900000000000100,9.699999999999999
,114,E00072753,364889.794999999980000,167664.356000000000000,134,33,10,36,21,2,0,4,3,12,13,1317.400000000000100,12.100000000000000
,115,E00072660,362942.104999999980000,159074.356999999990000,144,14,4,19,64,1,1,1,6,23,11,2256.199999999999800,20.500000000000000
,116,E00072750,364787.712999999990000,167802.780000000000000,107,19,19,20,17,4,2,1,1,7,17,742.600000000000020,8.900000000000000
,117,E00072661,362409.893999999970000,159370.053000000010000,145,6,7,15,64,11,2,0,4,21,15,1969.000000000000000,18.100000000000001
,118,E00072751,364630.342000000000000,167682.467999999990000,151,36,13,40,28,7,2,0,2,14,9,1392.300000000000000,10.900000000000000
,119,E00072948,370594.082999999980000,157360.869000000010000,273,23,10,110,37,16,3,3,7,24,40,3334.599999999999900,16.000000000000000
,120,E00072949,371237.777000000000000,157504.530000000000000,171,9,7,100,22,7,0,1,2,16,7,1699.599999999999900,11.500000000000000
,121,E00072816,374263.499000000010000,163528.894999999990000,156,44,37,3,19,5,0,3,3,24,18,1029.200000000000000,9.000000000000000
,122,E00072897,373478.310000000000000,161998.321999999990000,176,17,77,14,27,6,1,2,2,17,13,1331.700000000000000,9.100000000000000
,123,E00072758,374524.085000000020000,164694.896000000010000,128,44,19,2,16,8,0,3,6,23,7,1720.300000000000000,17.600000000000001
,124,E00072668,377691.000999999990000,163082.992000000000000,110,14,25,17,7,5,1,1,7,25,8,1444.700000000000000,18.800000000000001
,125,E00072817,374576.476000000020000,163632.617999999990000,140,42,19,5,18,4,1,1,10,31,9,1934.700000000000000,19.300000000000001
,126,E00072896,373732.775000000020000,161911.283000000000000,189,24,77,19,18,11,2,3,5,17,13,1686.099999999999900,10.600000000000000
,127,E00072759,374777.505999999990000,164602.728999999990000,98,45,21,3,9,4,0,0,1,6,9,421.600000000000020,5.100000000000000
,128,E00072669,375855.549000000000000,162715.445000000010000,91,13,35,3,11,3,0,3,5,11,7,1220.800000000000000,16.699999999999999
,129,E00072814,374723.094999999970000,163680.511000000000000,180,36,34,6,38,6,1,5,12,35,7,2827.199999999999800,20.500000000000000
,130,E00072895,373713.456000000010000,162265.796000000000000,70,8,34,2,11,2,1,1,2,2,7,829.399999999999980,13.600000000000000
,131,E00072815,374757.436999999980000,163306.883999999990000,123,34,21,6,20,7,1,2,5,19,8,1449.500000000000000,15.100000000000000
,132,E00072894,373676.940000000000000,162574.780000000000000,123,18,46,6,20,5,0,0,0,16,12,608.700000000000050,6.400000000000000
,133,E00072812,374885.854999999980000,165508.579000000000000,129,50,18,8,23,3,2,0,2,15,8,901.399999999999980,8.500000000000000
,134,E00072813,374327.473999999990000,163865.261999999990000,142,43,20,4,22,1,0,6,9,28,9,1948.500000000000000,18.600000000000001
,135,E00072892,373449.792000000020000,162249.136000000000000,170,13,82,12,21,9,1,2,2,11,17,1436.700000000000000,10.100000000000000
,136,E00072810,374788.038000000000000,165542.592999999990000,124,58,23,2,10,4,1,3,4,9,10,1634.700000000000000,15.600000000000000
,137,E00072811,374796.172000000020000,165632.904000000010000,104,53,14,3,12,4,0,0,1,10,7,492.000000000000000,5.700000000000000
,138,E00072890,373930.053000000010000,161603.844000000010000,191,13,83,14,28,16,2,5,5,16,9,2312.000000000000000,13.900000000000000
,139,E00072818,374743.783000000000000,163567.640000000010000,177,47,31,6,30,6,1,3,6,39,8,1850.500000000000000,14.199999999999999
,140,E00072899,373744.280000000030000,161633.872999999990000,174,14,79,11,22,8,1,4,7,13,15,1914.599999999999900,13.100000000000000
,141,E00072819,374612.917000000020000,163152.870000000000000,135,29,13,6,28,9,0,3,7,29,11,2246.800000000000200,23.699999999999999
,142,E00072898,373643.304999999990000,162094.358000000010000,163,17,72,7,16,11,0,4,2,18,16,1348.300000000000000,10.500000000000000
,143,E00170253,373414.852000000010000,164744.508999999990000,113,55,9,5,12,4,0,3,5,15,5,1323.500000000000000,14.199999999999999
,144,E00170250,373095.956999999990000,162769.687000000010000,156,12,68,7,23,5,2,4,6,14,15,2007.900000000000100,15.800000000000001
,145,E00170257,376925.197999999970000,164048.557999999990000,68,14,14,3,8,2,0,1,4,18,4,960.299999999999950,20.899999999999999
,146,E00170251,373284.719999999970000,162484.666000000000000,109,4,48,9,21,3,0,3,3,11,7,1038.500000000000000,11.400000000000000
,147,E00170254,377448.576999999990000,164658.890000000010000,350,77,88,7,9,25,0,8,62,54,20,10214.799999999999000,37.000000000000000
,148,E00170252,373325.979999999980000,164826.434000000010000,175,91,13,1,7,2,1,4,24,15,17,3811.400000000000100,26.699999999999999
,149,E00170255,365289.419999999980000,156858.958000000010000,232,18,34,15,81,23,6,2,2,30,21,2355.500000000000000,13.000000000000000
,150,E00170256,373182.335000000020000,162573.193999999990000,107,13,52,4,14,3,0,2,4,7,8,1262.000000000000000,13.699999999999999
,151,E00072766,373618.647000000000000,165393.361000000000000,150,46,15,4,28,4,1,5,6,35,6,2043.300000000000000,18.699999999999999
,152,E00072587,374814.732000000020000,165271.147000000000000,114,33,18,3,22,3,0,3,9,17,6,1959.000000000000000,21.500000000000000
,153,E00073006,372820.451999999990000,163608.132000000010000,138,38,59,2,17,3,0,3,1,4,11,892.299999999999950,7.300000000000000
,154,E00073087,368360.249000000010000,154710.815999999990000,187,32,17,10,61,17,3,1,2,25,19,1663.300000000000000,11.600000000000000
,155,E00072767,373580.563000000020000,165270.608000000010000,187,64,22,5,33,12,0,5,7,24,15,1992.099999999999900,13.500000000000000
,156,E00072586,375596.874000000010000,165293.231000000000000,117,44,16,2,14,3,0,3,8,18,9,1749.200000000000000,19.399999999999999
,157,E00073007,373058.951999999990000,163651.193999999990000,123,31,51,3,15,2,0,1,0,5,15,522.000000000000000,5.100000000000000
,158,E00073086,367072.749000000010000,153515.098000000000000,195,50,20,6,68,13,2,3,4,15,14,2487.800000000000200,15.000000000000000
,159,E00072585,374640.851000000020000,165325.342000000000000,133,58,15,2,20,5,0,1,9,18,5,2044.900000000000100,18.600000000000001
,160,E00073004,373085.091000000010000,163920.068999999990000,171,44,55,5,24,7,0,0,2,10,24,1048.900000000000100,7.700000000000000
,161,E00073085,366675.810000000000000,153766.723999999990000,202,53,28,7,50,18,4,1,8,16,17,3030.599999999999900,17.899999999999999
,162,E00072765,373364.053000000010000,165443.910999999990000,135,41,27,4,25,3,2,2,3,11,17,1319.000000000000000,12.300000000000001
,163,E00072584,374925.808000000020000,165389.090000000000000,119,49,21,2,9,1,0,2,4,21,10,928.100000000000020,10.500000000000000
,164,E00073005,372412.841000000010000,163919.755000000000000,146,21,64,7,19,5,0,1,2,8,19,929.899999999999980,7.800000000000000
,165,E00073084,367988.291000000030000,154003.766000000000000,214,64,29,14,62,10,2,0,6,10,17,2392.300000000000200,12.800000000000001
,166,E00072762,374611.560999999990000,165586.883999999990000,133,56,13,4,8,3,2,5,8,22,12,1732.599999999999900,17.500000000000000
,167,E00072583,374810.359999999990000,165377.834999999990000,101,41,9,4,10,4,0,3,6,20,4,1207.200000000000000,15.699999999999999
,168,E00073002,372480.900000000020000,163651.597000000010000,135,29,47,9,16,4,0,2,4,15,9,1416.400000000000100,12.800000000000001
,169,E00073083,366889.733000000010000,153693.106999999990000,180,48,15,10,55,16,2,1,1,12,20,1477.599999999999900,10.000000000000000
,170,E00072763,374449.281000000020000,165561.946000000000000,139,55,11,1,15,6,2,1,6,24,18,1272.200000000000000,13.100000000000000
,171,E00072582,374661.257999999970000,165446.185000000000000,114,49,10,3,21,5,0,1,6,13,6,1423.300000000000000,15.000000000000000
,172,E00073003,372163.047000000020000,163757.823000000000000,131,27,47,11,12,5,1,1,4,10,13,990.700000000000050,9.199999999999999
,173,E00073082,367425.808000000020000,153893.367000000000000,330,71,47,18,115,26,5,2,2,21,23,3065.800000000000200,10.699999999999999
,174,E00072760,373347.522999999990000,165672.171000000000000,106,33,9,4,17,3,2,5,4,21,8,1352.200000000000000,17.600000000000001
,175,E00072581,375478.983000000010000,165369.891999999990000,135,47,18,3,21,1,2,9,8,19,7,2043.000000000000000,18.699999999999999
,176,E00073000,367542.359999999990000,166968.312000000010000,179,13,11,67,37,8,0,1,2,21,19,1609.800000000000000,11.600000000000000
,177,E00073081,367840.489999999990000,154150.521000000010000,178,54,19,15,47,14,3,1,2,9,14,1503.800000000000000,9.699999999999999
,178,E00072761,374488.438000000020000,165681.321999999990000,145,54,14,1,17,3,2,3,12,30,9,2390.400000000000100,22.600000000000001
,179,E00072580,374765.860999999980000,165449.201000000000000,130,57,22,4,12,3,2,1,7,17,5,1591.400000000000100,14.699999999999999
,180,E00073001,372757.661000000020000,163794.978000000000000,146,20,63,9,16,3,0,0,1,11,23,733.799999999999950,6.600000000000000
,181,E00073080,367646.924000000000000,154026.793999999990000,179,65,21,6,46,10,1,0,6,12,12,1864.300000000000000,12.000000000000000
,182,E00072916,374041.574000000020000,164020.687000000010000,180,63,30,4,21,4,1,4,8,36,9,2008.000000000000000,14.900000000000000
,183,E00072826,374271.577999999980000,162254.397000000000000,299,36,136,9,38,19,2,2,7,34,16,2938.000000000000000,11.800000000000001
,184,E00072997,368445.445000000010000,167047.151000000010000,152,6,27,41,32,2,0,3,5,22,14,1519.099999999999900,13.100000000000000
,185,E00072768,374164.685999999990000,165113.978000000000000,149,67,14,2,18,3,3,3,4,27,8,1508.900000000000100,13.199999999999999
,186,E00072917,373932.414999999980000,163917.500000000000000,130,55,23,7,23,7,1,0,5,4,5,1625.599999999999900,13.400000000000000
,187,E00072827,374629.087000000000000,163857.277000000000000,180,55,25,5,32,2,2,7,10,31,11,2761.500000000000000,20.000000000000000
,188,E00072589,377632.286000000020000,166016.321999999990000,129,19,42,7,19,9,0,6,2,16,9,1213.400000000000100,11.699999999999999
,189,E00072996,367954.913999999990000,167194.562999999990000,141,13,8,38,32,5,0,1,5,25,14,2451.900000000000100,24.000000000000000
,190,E00073008,372688.141999999990000,163502.272999999990000,113,25,35,8,21,2,0,4,1,4,13,837.200000000000050,8.699999999999999
,191,E00072769,373425.342000000000000,165186.100000000010000,185,83,24,0,32,4,1,5,6,19,11,1891.599999999999900,12.199999999999999
,192,E00072914,373697.218999999980000,164050.380000000000000,140,58,21,7,19,4,0,2,6,13,10,1918.000000000000000,16.399999999999999
,193,E00072824,374767.856000000030000,162625.114999999990000,155,16,62,8,22,6,2,5,5,19,10,1515.000000000000000,12.000000000000000
,194,E00072588,377340.685000000000000,166017.008000000000000,105,6,36,11,14,7,1,1,10,15,4,1941.099999999999900,22.600000000000001
,195,E00072995,368066.783999999990000,167370.750000000000000,95,11,5,33,17,2,0,0,1,12,14,655.100000000000020,9.500000000000000
,196,E00073009,372289.371999999970000,163509.882000000010000,137,19,63,10,22,0,1,0,0,3,19,634.799999999999950,5.500000000000000
,197,E00073088,373003.891000000000000,164575.976000000000000,172,53,54,8,26,5,2,2,2,8,12,1228.900000000000100,8.100000000000000
,198,E00072915,373813.876999999980000,164077.116000000010000,156,56,33,7,20,2,2,1,8,10,17,1715.700000000000000,13.300000000000001
,199,E00072825,374531.047000000020000,162020.658000000000000,134,16,50,8,12,12,1,3,3,20,9,1282.200000000000000,12.199999999999999
,200,E00072912,373945.793999999990000,164188.780999999990000,150,60,28,6,22,4,0,6,8,6,10,2173.300000000000200,16.199999999999999
,201,E00072822,374280.777999999990000,162664.617000000000000,130,18,46,4,22,6,2,4,4,17,7,1358.599999999999900,12.800000000000001
,202,E00072993,367427.662000000010000,167123.459000000000000,162,18,12,46,39,6,1,0,9,21,10,2180.099999999999900,16.600000000000001
,203,E00072913,373684.240999999980000,164180.421999999990000,153,60,20,5,26,2,1,6,7,10,16,1958.200000000000000,15.400000000000000
,204,E00072823,373901.507999999970000,162333.709999999990000,81,16,40,6,8,1,0,0,2,4,4,654.799999999999950,9.000000000000000
,205,E00072992,368514.637999999980000,167416.003000000000000,170,10,27,37,37,2,3,1,3,36,14,1670.800000000000000,13.900000000000000
,206,E00072910,373767.168999999990000,164403.211000000010000,157,85,23,2,12,2,2,5,10,11,5,2069.699999999999800,14.699999999999999
,207,E00072636,375752.657000000010000,165060.481999999990000,126,39,9,4,16,3,1,5,4,39,6,1329.000000000000000,16.399999999999999
,208,E00072820,374252.359999999990000,163311.549999999990000,152,42,38,0,20,7,1,2,10,25,7,2256.500000000000000,18.800000000000001
,209,E00072991,368107.314000000010000,166687.443999999990000,126,13,18,37,30,6,0,0,0,13,9,878.000000000000000,8.400000000000000
,210,E00072911,373868.494000000010000,164295.690999999990000,161,72,32,6,22,1,1,1,6,8,12,1604.400000000000100,11.400000000000000
,211,E00072637,375851.669999999980000,164884.866000000010000,86,24,10,2,11,3,0,0,11,19,6,1827.800000000000000,30.000000000000000
,212,E00072821,374323.628000000030000,163154.032000000010000,141,40,35,4,17,9,0,1,5,14,16,1557.599999999999900,14.000000000000000
,213,E00072990,368654.815000000000000,166654.690000000000000,179,8,18,45,38,5,2,5,12,31,15,3047.400000000000100,22.899999999999999
,214,E00072634,376017.810000000000000,165163.345999999990000,106,35,15,1,12,1,0,1,11,26,4,1963.500000000000000,25.800000000000001
,215,E00072635,376079.836000000010000,164876.139000000000000,115,41,10,5,20,3,0,3,7,20,6,1985.099999999999900,22.300000000000001
,216,E00072632,377081.533999999990000,163940.910999999990000,83,12,17,4,7,5,0,1,10,12,15,1866.599999999999900,33.299999999999997
,217,E00072633,376341.716000000010000,165609.356999999990000,117,38,11,1,25,2,1,1,2,20,16,967.200000000000050,11.900000000000000
,218,E00072630,369690.776000000010000,164436.448999999990000,184,21,38,53,15,2,0,8,8,34,5,2061.000000000000000,14.199999999999999
,219,E00072631,369398.906000000020000,160508.992000000000000,119,2,14,31,14,5,0,1,5,35,12,1343.099999999999900,18.699999999999999
,220,E00072828,374700.429000000000000,163956.121000000010000,180,41,31,7,35,8,2,2,6,37,11,1953.400000000000100,14.800000000000001
,221,E00072919,373770.793999999990000,163688.424999999990000,133,55,30,3,18,3,1,3,1,11,8,829.600000000000020,7.300000000000000
,222,E00072829,374878.842999999990000,163917.621000000010000,187,48,41,4,39,4,1,6,19,17,8,4053.699999999999800,25.000000000000000
,223,E00072998,367652.893999999970000,167161.022000000000000,174,9,15,58,49,3,0,4,6,15,15,2227.300000000000200,15.500000000000000
,224,E00072638,375773.402000000000000,164611.768000000010000,145,56,11,2,17,5,0,3,11,30,10,2142.300000000000200,20.399999999999999
,225,E00073056,376089.076000000000000,166220.706000000010000,246,74,37,7,36,18,1,5,8,37,23,2453.900000000000100,13.199999999999999
,226,E00073106,372477.181999999970000,166734.904000000010000,109,27,30,4,20,1,0,3,5,12,7,1359.599999999999900,15.100000000000000
,227,E00073057,375256.599999999980000,166069.288999999990000,158,55,19,3,22,5,1,1,8,38,6,1736.200000000000000,15.199999999999999
,228,E00073107,373038.896000000010000,166514.649000000000000,142,43,40,7,21,3,0,5,1,14,8,932.100000000000020,7.800000000000000
,229,E00073054,375190.564000000010000,165879.217999999990000,146,52,21,4,19,5,1,4,5,26,9,1616.000000000000000,14.600000000000000
,230,E00073104,373185.315999999990000,163690.461000000010000,191,40,80,6,34,3,2,0,6,6,14,1870.000000000000000,10.900000000000000
,231,E00073055,375991.451999999990000,166087.344000000010000,127,39,16,4,22,7,2,3,8,16,10,2025.800000000000000,20.100000000000001
